Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Deep_Blue_Aerosol_Optical_Depth_550_Land,AOD_550_Dark_Target_Deep_Blue_Combined,AOD_550_Dark_Target_Deep_Blue_Combined_QA_Flag
2017.0,8.0,1.0,19.0,45.0,9.0,68.51469421386719,-146.25440979003906,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.5389633178711,-145.16265869140625,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.5556869506836,-144.1030731201172,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.56510925292969,-143.134033203125,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.56888580322266,-142.22154235839844,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.56795501708984,-141.37481689453125,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.56299591064453,-140.55712890625,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.55476379394531,-139.7921905517578,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.54339599609375,-139.04849243164062,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.52967834472656,-138.3487548828125,0.12100000574719161,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.5143051147461,-137.6986083984375,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.49661254882812,-137.05642700195312,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.47772216796875,-136.4532470703125,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.45738220214844,-135.87054443359375,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.4361343383789,-135.31692504882812,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.41366577148438,-134.7783966064453,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.39034271240234,-134.26002502441406,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.36628723144531,-133.76028442382812,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.34156799316406,-133.2774658203125,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.31617736816406,-132.80886840820312,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.29034423828125,-132.35626220703125,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.2642593383789,-131.92063903808594,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.23786163330078,-131.49893188476562,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.21101379394531,-131.0876007080078,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.18391418457031,-130.6884002685547,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.1566162109375,-130.3008575439453,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.12919616699219,-129.9247589111328,0.16100000764708966,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.10157775878906,-129.5581817626953,0.1540000073146075,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.07379913330078,-129.20077514648438,0.14200000674463809,0.17300000821705908,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.04582977294922,-128.8513641357422,0.13500000641215593,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,68.01773834228516,-128.51028442382812,0.12400000588968396,0.14300000679213554,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.98955535888672,-128.17726135253906,0.13400000636465847,0.17100000812206417,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.9612045288086,-127.85078430175781,0.1620000076945871,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.93280029296875,-127.53165435791016,0.16100000764708966,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.90423583984375,-127.21843719482422,0.20000000949949026,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.87574768066406,-126.91297912597656,0.3530000167666003,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.84716033935547,-126.61334228515625,0.22700001078192145,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.81844329833984,-126.318603515625,0.2010000095469877,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.78972625732422,-126.0298843383789,0.17300000821705908,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.76094818115234,-125.746337890625,0.20600000978447497,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.7320785522461,-125.46723175048828,-9999.0,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.70313262939453,-125.19267272949219,0.20600000978447497,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.67400360107422,-124.92137908935547,0.16900000802706927,0.2380000113043934,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.64498901367188,-124.6559066772461,0.13800000655464828,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.6158676147461,-124.39396667480469,0.12600000598467886,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.58663177490234,-124.1353759765625,0.13200000626966357,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.55728912353516,-123.8801040649414,0.10300000489223748,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.52787780761719,-123.6282958984375,0.10200000484474003,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.4984130859375,-123.37993621826172,0.10800000512972474,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.46881103515625,-123.1342544555664,0.10100000479724258,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.43911743164062,-122.89141845703125,0.09200000436976552,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.40928649902344,-122.65104675292969,0.09700000460725278,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.37937927246094,-122.41349029541016,0.10200000484474003,0.113000005367212,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.34928894042969,-122.1778564453125,0.12000000569969416,0.1620000076945871,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.31908416748047,-121.94451141357422,0.12200000579468906,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.28875732421875,-121.71345520019531,0.13200000626966357,0.20700000983197242,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.25830078125,-121.4844970703125,0.17100000812206417,0.27600001310929656,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.22775268554688,-121.2578125,0.14000000664964318,0.15700000745709985,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.19700622558594,-121.03258514404297,0.12900000612717122,0.10900000517722219,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.16603088378906,-120.80855560302734,0.1520000072196126,0.13200000626966357,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.13485717773438,-120.58599853515625,0.18400000873953104,0.17100000812206417,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.10350036621094,-120.36479949951172,0.21900001040194184,0.26000001234933734,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.07192993164062,-120.14485168457031,0.2650000125868246,0.3470000164816156,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.04013061523438,-119.92597961425781,0.3020000143442303,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,67.00809478759766,-119.70813751220703,0.19600000930950046,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.97579956054688,-119.49116516113281,0.17200000816956162,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.94325256347656,-119.27497863769531,0.16100000764708966,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.91043090820312,-119.05953216552734,0.18200000864453614,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.87733459472656,-118.84471893310547,0.20900000992696732,0.20600000978447497,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.84394073486328,-118.63050079345703,0.1930000091670081,0.21400001016445458,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.81024169921875,-118.4167709350586,0.17600000835955143,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.77619934082031,-118.20323944091797,0.21000000997446477,0.24900001182686538,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.7418212890625,-117.99002075195312,0.2360000112093985,0.3370000160066411,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.70703125,-117.77659606933594,0.30500001448672265,0.4090000194264576,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.671875,-117.56326293945312,0.3470000164816156,0.4370000207563862,3.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.63638305664062,-117.3503646850586,0.35400001681409776,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.60041046142578,-117.13688659667969,0.3610000171465799,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.56401824951172,-116.92321014404297,0.3310000157216564,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.52716827392578,-116.709228515625,0.25600001215934753,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.48986053466797,-116.49488067626953,0.24100001144688576,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.45199584960938,-116.27971649169922,0.24500001163687557,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.41364288330078,-116.0640869140625,0.2340000111144036,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.374755859375,-115.84780883789062,0.2360000112093985,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.33527374267578,-115.63057708740234,0.23300001106690615,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.29524230957031,-115.4126968383789,0.21500001021195203,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.25450134277344,-115.19329833984375,0.20200000959448516,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.213134765625,-114.97293090820312,0.19200000911951065,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.17100524902344,-114.75093078613281,0.19400000921450555,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.12812805175781,-114.5273666381836,0.1850000087870285,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.08439636230469,-114.30182647705078,0.17100000812206417,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,66.04010772705078,-114.075927734375,0.14300000679213554,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.99491882324219,-113.84791564941406,0.1250000059371814,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.94879913330078,-113.61776733398438,0.11000000522471964,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.90182495117188,-113.3858871459961,0.10900000517722219,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.85391998291016,-113.1520767211914,0.09200000436976552,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.804931640625,-112.91560363769531,0.0760000036098063,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.75471496582031,-112.67585754394531,0.06500000308733433,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.70339965820312,-112.43367004394531,0.06100000289734453,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.65096282958984,-112.18896484375,0.04600000218488276,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.59747314453125,-111.9422378540039,0.035000001662410796,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.5425796508789,-111.69192504882812,0.03000000142492354,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.48622131347656,-111.43793487548828,0.03000000142492354,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.42832946777344,-111.18010711669922,0.029000001377426088,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.36898803710938,-110.91893768310547,0.028000001329928637,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.30805206298828,-110.65400695800781,0.026000001234933734,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.24517822265625,-110.38398742675781,0.03000000142492354,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.18077087402344,-110.11080932617188,0.028000001329928637,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.11427307128906,-109.83226013183594,0.026000001234933734,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,65.04574584960938,-109.54885864257812,0.027000001282431185,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.9749755859375,-109.25996398925781,0.029000001377426088,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.90193176269531,-108.9656982421875,0.03600000170990825,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.82643127441406,-108.66559600830078,0.04400000208988786,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.7481689453125,-108.35874938964844,0.04800000227987766,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.66722106933594,-108.04573822021484,0.06600000313483179,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.58341217041016,-107.72625732421875,0.0740000035148114,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.49633026123047,-107.39905548095703,0.057000002707354724,-9999.0,0.0
2017.0,8.0,1.0,19.0,45.0,9.0,64.4057846069336,-107.06381225585938,0.05600000265985727,-9999.0,0.0
